module,genes_used,n_low,n_high,mean_low,mean_high,delta_high_minus_low,p_value,p_adj,label
Matrix_homeostasis,ACAN;COL2A1;COL6A2;BGN,8,10,0.61172611643996,-0.48938089315196853,-1.1011070095919284,0.008763529230224835,0.021822035801014487,*
Iron_ferroptosis_response,GPX4;SLC39A14;FTH1;FTL;SLC7A11,8,10,-0.5027218448209426,0.40217747585675323,0.9048993206776959,0.014548023867342993,0.021822035801014487,*
Fibrotic_remodeling,COL1A1;COL3A1;POSTN;ADAMTS5;MMP13,8,10,-0.3081150544174116,0.246492043533929,0.5546070979513407,0.625062725233368,0.625062725233368,ns
