module,genes_used,mean_young,mean_aged,delta_aged_minus_young,p_value
Fibrotic_remodeling,COL1A1;COL3A1;POSTN;ADAMTS5;MMP13;SPARC,-0.6746430416762041,0.6746430416762046,1.3492860833524087,0.24527811680677283
Iron_ferroptosis_response,GPX4;SLC39A14;FTH1;FTL;SLC7A11,-0.20027493040807226,0.20027493040807204,0.4005498608161443,0.24527811680677283
Matrix_homeostasis,ACAN;COL2A1;COL6A2;BGN,0.02217141008703999,-0.022171410087040832,-0.044342820174080824,1
