p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
6.211239947663756e-151,0.9983115092652216,0.366,0.108,1.1413774527826918e-146,0,MYLIP
9.410222265030379e-151,0.6990636446980472,0.86,0.474,1.7292224434219825e-146,0,BTG1
2.035249533951263e-150,0.7597388881373033,0.561,0.23,3.7399745435888406e-146,0,ATP1B1
3.6861755403954016e-149,1.0351756051532077,0.424,0.145,6.77371617303059e-145,0,BAMBI
1.4165066587265883e-148,0.5610819520748378,0.665,0.298,2.6029726360759786e-144,0,P4HA1
1.9040318440932665e-148,0.9050245646559804,0.431,0.148,3.4988489167057866e-144,0,HSPA2
1.469523015673283e-147,0.6307623213490572,0.625,0.264,2.700395493601225e-143,0,S100B
8.373180048736269e-147,0.54773256884561206,0.638,0.28,1.5386555657557768e-142,0,LITAF
1.0842326794565638e-144,0.667047981734533,0.655,0.298,1.9923859717693817e-140,0,JUNB
1.3778056465481888e-144,0.5773816947132184,0.714,0.338,2.5318556560969516e-140,0,SRSF3
8.127021326665775e-144,0.6502562491915795,0.874,0.489,1.4934214389881027e-139,0,MCL1
9.043549202673587e-144,0.7818406149970509,0.783,0.417,1.6618426014832983e-139,0,CDKN1A
1.0667140274021925e-143,0.6038529996923816,0.645,0.288,1.960193696754269e-139,0,VEGFA
2.1565316313691113e-143,0.5986015024875169,0.803,0.416,3.962842525803879e-139,0,HLA-C
3.0056489695682344e-143,0.6372933573002508,0.59,0.251,5.523180546478587e-139,0,KLHL21
4.417522599570265e-143,1.1918018763623581,0.355,0.108,8.11763952897032e-139,0,MARCKSL1
1.5865402341470631e-142,0.5800361968101821,0.476,0.174,2.915426334268643e-138,0,RBP4
2.301436008541052e-142,0.7644905928431986,0.42,0.143,4.229118809295037e-138,0,RHOBTB3
2.4757875858558922e-142,0.9820505107435906,0.439,0.157,4.549507267768788e-138,0,ADM
6.529720369143516e-142,0.9526619494532833,0.372,0.117,1.1999014150338126e-137,0,CEBPG
6.559050947060018e-142,1.20457547105568,0.297,0.076,1.205291202031749e-137,0,MYLK
1.3119191627818214e-141,0.6389549901142215,0.472,0.174,2.410782653527875e-137,0,UBL3
1.444233171011833e-141,0.8566769910464203,0.502,0.198,2.6539228750513444e-137,0,MAFF
3.06604161294357e-141,1.2027272372767523,0.435,0.16,5.634158067945105e-137,0,A2M
5.717915519526204e-141,0.780165458410226,0.458,0.169,1.0507241558681352e-136,0,BNIP3
1.1358759181983052e-140,0.5924892105825108,0.545,0.221,2.0872855872812056e-136,0,PID1
1.288372372032314e-140,0.9087451407005059,0.388,0.126,2.3675130708465802e-136,0,SPINT2
3.100984809551514e-140,0.6199553102793578,0.49,0.186,5.698369686031862e-136,0,ARL6IP1
1.7093913706197407e-139,0.5511720451420294,0.563,0.234,3.1411775826508355e-135,0,MATR3
7.903244704061585e-139,0.6944521287422458,0.531,0.213,1.452300246818357e-134,0,ID4
2.509130440193906e-138,0.6016038904555407,0.725,0.356,4.610778096900321e-134,0,MYADM
4.4169356228159084e-138,0.9545303151156315,0.894,0.672,8.116560900486513e-134,0,OGN
4.658957387852544e-138,0.982571981850742,0.374,0.121,8.561300095917834e-134,0,NFATC1
2.6179925569227024e-137,0.5457591183239487,0.495,0.19,4.810823122601158e-133,0,NEAT1
5.623392297630221e-135,0.5691398106346544,0.683,0.324,1.0333545686125294e-130,0,XBP1
4.791964498519822e-134,0.6643835586024265,0.664,0.319,8.805713962480025e-130,0,UBC
1.0794828959954238e-133,0.811522139707556,0.374,0.122,1.983657769681191e-129,0,CRY1
2.8762570110092256e-133,0.7539129355785121,0.449,0.169,5.285409883430553e-129,0,CREG1
6.209590282389397e-133,0.5289910025301618,0.344,0.101,1.1410743102918757e-128,0,COL11A2
2.0971322026001256e-131,0.42231468260038163,0.717,0.343,3.853690135497991e-127,0,ZFAND5
2.53928583039342e-131,0.4781637785841246,0.82,0.434,4.6661916419309486e-127,0,PAPSS2
2.899252161635479e-131,0.8373443114873549,0.821,0.475,5.3276657722213565e-127,0,FOS
3.4834602873420677e-131,0.45773104393248887,0.575,0.248,6.401206624019784e-127,0,RBMX
5.060926543115717e-131,0.5784360513745674,0.561,0.243,9.299958615629442e-127,0,DEK
7.767722911259922e-131,0.7877224472558243,0.378,0.127,1.4273967621731233e-126,0,PNISR
1.0927587422826147e-130,0.38156721425724704,0.61,0.268,2.0080534648185328e-126,0,RYBP
4.653871220304691e-130,0.6410051159285035,0.54,0.231,8.5519537544319e-126,0,ST13
1.01681500948367e-128,0.6882040907431266,0.905,0.583,1.8684992614271921e-124,0,DNAJB1
1.0189686518860535e-128,0.8778558699306296,0.384,0.133,1.8724567947058119e-124,0,ZC3H6
7.897188529700021e-128,0.5457889479440281,0.978,0.779,1.4511873642176759e-123,0,H3F3B
3.0269937568136487e-127,0.6874877968090225,0.489,0.2,5.562403727520761e-123,0,TAF7
3.057316638724537e-127,0.931519471983297,0.4,0.144,5.6181250553202095e-123,0,CITED2
1.0638984965735288e-125,0.4852553013205938,0.716,0.351,1.9550198773035165e-121,0,SRSF2
2.8541923250631663e-125,0.481028683421572,0.635,0.291,5.244863816536074e-121,0,CNBP
3.117828054960352e-125,0.968409145638339,0.349,0.114,5.729320833795143e-121,0,PELI1
8.576886103395831e-125,0.5324639753079636,0.798,0.422,1.576088590360018e-120,0,PGK1
9.627254736919981e-125,0.5865740851658314,0.898,0.551,1.7691043304564158e-120,0,NAP1L1
1.1965003293315173e-124,0.8571433270047462,0.634,0.315,2.1986890051795963e-120,0,BHLHE40
1.1364502383181024e-123,0.69037697231233075,0.325,0.099,2.088340957933345e-119,0,CDH19
9.794006974055975e-123,0.6321244391563402,0.509,0.213,1.799746721552526e-118,0,PRDX1
2.739509108318762e-122,1.1302442207748564,0.269,0.072,5.034121937446558e-118,0,WEE1
3.5414022309776807e-122,0.39530527763984447,0.719,0.352,6.507680739644586e-118,0,HNRNPC
4.66251861572398e-122,0.520161313236982,0.838,0.462,8.567844208254386e-118,0,EIF4A2
1.1011640854648165e-120,0.5135805765899408,0.843,0.474,2.0234991234501468e-116,0,CCNI
1.1161966908791175e-120,0.5395103413077464,0.876,0.493,2.0511230391594663e-116,0,ATF4
1.7233318586375682e-120,0.5644616158051257,0.475,0.194,3.1667946234323953e-116,0,TOMM20
1.7916215540952952e-120,0.8562944041499719,0.318,0.098,3.292283767805514e-116,0,STK26
3.964106851223665e-120,0.523255424500559,0.892,0.541,7.284442749808607e-116,0,PLOD2
5.2829883955132724e-120,1.3726341799297164,0.273,0.076,9.70801947559519e-116,0,PPP1R3C
6.307169178929307e-120,0.7815484291813186,0.406,0.153,1.1590054083200495e-115,0,GABARAPL1
7.275672268423122e-120,0.4913835253721164,0.734,0.37,1.3369775360454327e-115,0,TOB1
3.6193115607101756e-119,0.3347193831433324,0.55,0.234,6.650846923961019e-115,0,CYBRD1
5.012898338815687e-119,0.5360604418390396,0.495,0.206,9.211701987407705e-115,0,SKIL
8.272010908804775e-119,0.9311116938277033,0.345,0.117,1.5200647246019654e-114,0,RNF19B
9.021843303531456e-119,0.47303577811216146,0.524,0.224,1.6578539254569404e-114,0,FOXC1
1.1333474400928547e-118,1.1284738410324668,0.262,0.07,2.0826392559146298e-114,0,TSPYL1
1.373734552476951e-118,0.7174616110987069,0.415,0.157,2.5243746136316452e-114,0,HMGCR
2.982235215866744e-118,0.45552695163613666,0.685,0.332,5.480155432676728e-114,0,AC112491.1
3.985423383862462e-118,0.34593337913524014,0.67,0.323,7.323614010185661e-114,0,NCL
6.329191307164886e-118,0.4868809345612206,0.557,0.25,1.1630521946046194e-113,0,AMD1
1.112281597503841e-117,0.4451779317757314,0.501,0.206,2.043928663573058e-113,0,HEXIM1
2.1476308063905606e-117,0.5432312464887523,0.48,0.199,3.946486369823294e-113,0,TSPAN3
1.630787420376687e-116,0.7294637092553455,0.481,0.198,2.9967349636842002e-112,0,ATF3
1.741523596723955e-115,0.547775950618512,0.472,0.195,3.2002237613399394e-111,0,CIRBP
2.085854698013197e-115,0.5166470555705864,0.625,0.297,3.832966593069051e-111,0,EIF3E
2.75631197798758e-115,0.3762710937051259,0.607,0.278,5.0649988907499765e-111,0,C1S
3.3393945084206743e-115,0.36054140517935673,0.55,0.243,6.136471348673831e-111,0,SEC62
4.741264389624069e-115,0.8036077372309802,0.401,0.153,8.71254744237319e-111,0,BNIP3L
1.4109722586541317e-114,0.3537334498648512,0.502,0.209,2.5928026225028323e-110,0,OS9
5.820361412898792e-114,0.46815319381354015,0.369,0.13,1.0695496132342821e-109,0,PLOD1
6.4884878110992496e-114,0.648187891895858,0.355,0.124,1.192324520167598e-109,0,IFRD1
6.648756313147243e-114,0.48713580685351343,0.587,0.27,1.2217754601039375e-109,0,RPL22
2.2090398195824977e-113,0.9692772576597735,0.503,0.228,4.0593315724647976e-109,0,PIM1
5.548843741047827e-113,0.5858281148242497,0.333,0.111,1.0196555258549487e-108,0,TFRC
7.721414166734936e-113,0.4961956601914155,0.968,0.705,1.4188870672792118e-108,0,EIF1
7.956580236435849e-113,0.37040762488905954,0.585,0.267,1.4621011842474516e-108,0,RBM39
1.82796161252992e-112,0.3193797261553608,0.669,0.325,3.3590622591849806e-108,0,GFPT2
1.9412559545885874e-112,0.4396538792400846,0.507,0.215,3.567251942151988e-108,0,FGF2
2.587790028595718e-112,0.5646000473989918,0.961,0.704,4.755322956547491e-108,0,RGCC
2.7284039730601814e-112,0.5413706714634263,0.518,0.226,5.0137151408953896e-108,0,IDI1
1.0296687397306325e-111,0.2639685878357758,0.89,0.515,1.8921192761290103e-107,0,C2orf40
1.2757125495763853e-111,0.4898593702645706,0.579,0.268,2.3442493811015657e-107,0,SRSF7
2.1908928529967236e-111,0.7446386815848303,0.34,0.117,4.0259847066667796e-107,0,EIF4B
3.124675253226874e-111,0.6040708866497128,0.318,0.102,5.741903245329704e-107,0,PPP1R15B
8.310578868691728e-111,0.9091756019834065,0.37,0.138,1.527151972910792e-106,0,MYC
9.089935189684762e-111,0.4031121956456263,0.484,0.204,1.670366490456472e-106,0,HNRNPU
2.2044708140924493e-110,0.5740990050208913,0.369,0.134,4.050935567976285e-106,0,TOR1AIP1
1.4319507827154233e-109,0.5116981328151015,0.419,0.165,2.6313527583178617e-105,0,MAPRE1
1.7487105724127554e-109,0.4747169438662777,0.417,0.163,3.2134305478656792e-105,0,NFATC2
1.8003308827256244e-109,0.6829047296610613,0.371,0.138,3.3082880300966076e-105,0,SRSF6
2.057319543530435e-109,0.4092702293324888,0.797,0.434,3.780530393191527e-105,0,RAB1A
2.9244014359503447e-108,0.4055417448928389,0.851,0.48,5.3738800787023536e-104,0,YWHAZ
3.201257979863033e-108,0.3101003715352637,0.731,0.373,5.882631663796309e-104,0,PLXDC2
1.0608652005749926e-107,0.4687535396394966,0.335,0.115,1.9494458925766063e-103,0,ACSL3
2.471825464918871e-107,0.3176601889920736,0.702,0.357,4.542226474334918e-103,0,CRTAP
2.7947691124398266e-107,0.5017164742426994,0.756,0.409,5.135667721019425e-103,0,COL2A1
5.48448837211585e-107,0.35744859422378017,0.699,0.353,1.0078295832600086e-102,0,EIF3H
7.228707558666626e-107,0.37422957278346347,0.669,0.328,1.3283473009805792e-102,0,F13A1
8.504387829194774e-107,0.4734539937040587,0.562,0.264,1.5627663074928316e-102,0,MIR22HG
8.697945212821692e-107,0.29943119269055885,0.665,0.327,1.5983344123081142e-102,0,HNRNPK
1.3542104660091149e-106,0.38259369442581215,0.506,0.224,2.4884971523383493e-102,0,HNRNPA0
1.4918536852949902e-106,0.702198957633428,0.528,0.244,2.741430332098074e-102,0,GADD45B
3.7880457441479527e-106,1.1548999467926473,0.25,0.071,6.960912859446278e-102,0,BEX4
6.367266624625292e-106,1.131273695765699,0.251,0.072,1.1700489149411437e-101,0,LRIF1
8.523262009405081e-106,0.5874642994873256,0.487,0.217,1.5662346268482778e-101,0,NRN1
1.75442819372153e-105,0.40053795869980924,0.861,0.487,3.223937248782684e-101,0,TOMM7
