source,target,pathway_name,prob,pval,group
Hom-NPCs,Fibro-reg NPCs,COLLAGEN,6.605666681624692e-4,0,severe
Hom-NPCs,Fibro-reg NPCs,FGF,7.845819998199594e-5,0,severe
Hom-NPCs,Fibro-reg NPCs,FN1,0.00239708651576936,0,severe
Hom-NPCs,Fibro-reg NPCs,MHC-II,7.447543532711603e-7,0,severe
Hom-NPCs,Fibro-reg NPCs,Prostaglandin,7.8984546999296e-6,0,severe
Hom-NPCs,Fibro-reg NPCs,THBS,6.756549836402254e-5,0,severe
Hom-NPCs,Hom-NPCs,FN1,0.0010123587889494922,0,severe
Hom-NPCs,Hom/Reg-like NPCs,ADGRG,7.031944020780795e-7,0,severe
Hom-NPCs,Hom/Reg-like NPCs,CD99,0.0010600162420224444,0,severe
Hom-NPCs,Hom/Reg-like NPCs,COLLAGEN,2.8845514196570163e-4,0,severe
Hom-NPCs,Hom/Reg-like NPCs,FGF,7.080471639892519e-5,0,severe
Hom-NPCs,Hom/Reg-like NPCs,FN1,0.0016544633132450348,0,severe
Hom-NPCs,Hom/Reg-like NPCs,THBS,1.6039736386816783e-4,0,severe
Hom-NPCs,Hom/Reg-like NPCs,VEGF,7.359131890148727e-6,0,severe
Hom/Reg-like NPCs,ECM/Adh-NPCs,COLLAGEN,6.477713030854529e-5,0,severe
Hom/Reg-like NPCs,ECM/Adh-NPCs,FGF,1.1830648051184332e-4,0,severe
Hom/Reg-like NPCs,Eff-NPCs,COLLAGEN,4.657567840960858e-4,0,severe
Hom/Reg-like NPCs,Eff-NPCs,FN1,4.980659921774027e-4,0,severe
Hom/Reg-like NPCs,Eff-NPCs,IGF,2.655745144676889e-6,0,severe
Hom/Reg-like NPCs,Eff-NPCs,Prostaglandin,1.4735881330757139e-5,0,severe
Hom/Reg-like NPCs,Eff-NPCs,THBS,2.840375965036077e-4,0,severe
Hom/Reg-like NPCs,Fibro-NPCs,ANGPTL,4.236445056926052e-5,0,severe
Hom/Reg-like NPCs,Fibro-NPCs,CD99,0.0023336522390395523,0,severe
Hom/Reg-like NPCs,Fibro-NPCs,FGF,1.2328116026130514e-4,0,severe
Hom/Reg-like NPCs,Fibro-NPCs,VISFATIN,1.8601006193409992e-5,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,ANGPTL,1.6798026965488458e-4,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,CD99,0.0014703988494283065,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,COLLAGEN,0.0034193962740122646,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,FGF,2.3563826526502163e-4,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,FN1,0.002489030175427827,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,IGF,3.417096308665698e-6,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,LIFR,3.929385577113332e-6,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,MPZ,3.732062078714194e-8,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,PDGF,3.1305559649669343e-6,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,Prostaglandin,9.801562456237594e-6,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,THBS,5.543005181224585e-4,0,severe
Hom/Reg-like NPCs,Fibro-reg NPCs,VISFATIN,7.404879185338662e-5,0,severe
Hom/Reg-like NPCs,Hom-NPCs,CD99,0.0010600162420224444,0,severe
Hom/Reg-like NPCs,Hom-NPCs,COLLAGEN,9.412811078884595e-4,0,severe
Hom/Reg-like NPCs,Hom-NPCs,FN1,0.0010523033740492756,0,severe
Hom/Reg-like NPCs,Hom-NPCs,THBS,7.331139485859294e-4,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,ADGRG,4.587628204725377e-6,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,CD99,0.0010630975233297815,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COLLAGEN,0.002296790956672179,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,FGF,2.1291095728754884e-4,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,FN1,0.0017097253962455742,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,MPZ,9.066674100056834e-9,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,PDGF,1.3569787063928087e-7,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,THBS,0.0010390931173838544,0,severe
Hom/Reg-like NPCs,Hom/Reg-like NPCs,VEGF,3.3625764583103445e-5,0,severe
Hom/Reg-like NPCs,Ht-NPCs,COLLAGEN,6.252454713903835e-5,0,severe
Hom/Reg-like NPCs,Ht-NPCs,FGF,1.1052517807508204e-5,0,severe
Hom/Reg-like NPCs,Ht-NPCs,PDGF,3.631130000897148e-8,0,severe
Hom/Reg-like NPCs,Ht-NPCs,THBS,1.9583659180121388e-5,0,severe
Ht-NPCs,ECM/Adh-NPCs,BSP,4.078154604472113e-6,0,severe
Ht-NPCs,ECM/Adh-NPCs,COLLAGEN,5.256729123473065e-7,0,severe
Ht-NPCs,ECM/Adh-NPCs,SPP1,1.390925654536322e-6,0,severe
Ht-NPCs,Eff-NPCs,BSP,2.217753335796073e-6,0,severe
Ht-NPCs,Eff-NPCs,COLLAGEN,8.714124941643827e-5,0,severe
Ht-NPCs,Eff-NPCs,FN1,3.287651998339724e-5,0,severe
Ht-NPCs,Eff-NPCs,Prostaglandin,2.564805211690639e-7,0,severe
Ht-NPCs,Eff-NPCs,SPP1,2.2357711690414586e-6,0,severe
Ht-NPCs,Eff-NPCs,THBS,1.2611035488054615e-5,0,severe
Ht-NPCs,Fibro-NPCs,BSP,2.3083792554386824e-5,0,severe
Ht-NPCs,Fibro-NPCs,SPP1,4.3461336188403975e-5,0,severe
Ht-NPCs,Fibro-reg NPCs,ANGPTL,1.0381360588286135e-5,0,severe
Ht-NPCs,Fibro-reg NPCs,BSP,1.2431831809184792e-4,0,severe
Ht-NPCs,Fibro-reg NPCs,COLLAGEN,4.625046396143023e-4,0,severe
Ht-NPCs,Fibro-reg NPCs,FGF,3.054314950355714e-6,0,severe
Ht-NPCs,Fibro-reg NPCs,FN1,1.6321158281513e-4,0,severe
Ht-NPCs,Fibro-reg NPCs,GAP,1.2359542474771354e-6,0,severe
Ht-NPCs,Fibro-reg NPCs,GRN,1.594926100299961e-6,0,severe
Ht-NPCs,Fibro-reg NPCs,PDGF,2.237201549428471e-7,0,severe
Ht-NPCs,Fibro-reg NPCs,Prostaglandin,1.703127562915676e-7,0,severe
Ht-NPCs,Fibro-reg NPCs,SPP1,1.309453268092285e-4,0,severe
Ht-NPCs,Fibro-reg NPCs,THBS,1.590629716401477e-5,0,severe
Ht-NPCs,Fibro-reg NPCs,VISFATIN,8.284465717978141e-6,0,severe
Ht-NPCs,Hom-NPCs,COLLAGEN,1.4268929567297353e-4,0,severe
Ht-NPCs,Hom-NPCs,THBS,3.565420765468946e-5,0,severe
Ht-NPCs,Hom/Reg-like NPCs,BSP,2.8557076963100004e-5,0,severe
Ht-NPCs,Hom/Reg-like NPCs,COLLAGEN,4.023861756217834e-4,0,severe
Ht-NPCs,Hom/Reg-like NPCs,FGF,2.755657959015222e-6,0,severe
Ht-NPCs,Hom/Reg-like NPCs,FN1,1.1308244118170036e-4,0,severe
Ht-NPCs,Hom/Reg-like NPCs,SPP1,2.105097719595779e-5,0,severe
Ht-NPCs,Hom/Reg-like NPCs,THBS,5.679199950338815e-5,0,severe
Ht-NPCs,Hom/Reg-like NPCs,VEGF,7.873162103408054e-7,0,severe
Ht-NPCs,Ht-NPCs,COLLAGEN,9.514978859846807e-6,0,severe
Ht-NPCs,Ht-NPCs,GRN,3.891334238850596e-8,0,severe
Ht-NPCs,Ht-NPCs,THBS,9.520779141766904e-7,0,severe
